dilivery_charge,image_link,price,title
"
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery by Amazon,
,FREE Delivery by Amazon,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery by Amazon,
,FREE Delivery by Amazon,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.,
    ,FREE Delivery by Amazon,
,FREE Delivery by Amazon,
    ,FREE Delivery over ₹499. Fulfilled by Amazon.,
,FREE Delivery over ₹499. Fulfilled by Amazon.","https://m.media-amazon.com/images/I/91vr6hTtW+L._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/61xT1WQqqoL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/713rQq1bF6L._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/71o8Ir9zwbL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/91MA0P7wEPL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/710jnzKlDTL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/71t4GuxLCuL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/51G3MfByofL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/51oHUvYzbsL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/71x5CcgGENL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/71y5BylhCSL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/81pxBsffgEL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/71eijJe2ntL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/91rpvR0wsnL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/41awrNtlxkL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/71aFt4+OTOL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/91VokXkn8hL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/61O9uqUfQDL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/81j2NZh2nxL._AC_UY218_ML3_.jpg,https://m.media-amazon.com/images/I/61qzhnyMq0L._AC_UY218_ML3_.jpg","99,219,99,0,0,0,235,199,.,0,159,49,299,171,1,552,119,0,0,145,68,.,0,190,75,.,219,219,199,79,1,359,0,115,0,499,197,79,333,288,184,.,0,88,0,0,910,273,129,0","The Prophet,A Year of Wednesdays,Think and Grow Rich,I Will Teach You Excel: Master Excel, Surpass Your Co-Workers, And Impress Your Boss!,Raavan: Enemy of Aryavarta (Ram Chandra Series - Book 3),Attitude Is Everything: Change Your Attitude ... Change Your Life!,The Subtle Art of Not Giving a F*ck,The Girl in Room 105,The Theory of Everything,Life's Amazing Secrets: How to Find Balance and Purpose in Your Life,A God Who Hates Women: A Woman’s Journey Through Oppression,Bucket List of a Traveloholic,The 5 AM Club: Own Your Morning, Elevate Your Life,Nikola Tesla: Imagination and the Man That Invented the 20th Century,Mein Kampf,The Alchemist,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,How to Stop Worrying and Start Living: Time-Tested Methods for Conquering Worry,World War 1: A History From Beginning to End,Ikigai"
